"participant","predicate","predicate_number","context","context_number","response"
39,"be annoyed",9,"14L",14,0.99
39,"demonstrate",18,"3H",33,0
39,"suggest",17,"11H",29,0.02
39,"know",11,"19L",4,0.98
39,"hear",16,"13H",8,0.98
39,"say",8,"5L",38,0.03
39,"prove",2,"8L",23,0.03
39,"see",19,"20H",3,0.99
39,"acknowledge",5,"15H",34,0.82
39,"inform",12,"12H",2,0.97
39,"confirm",4,"17H",21,0.22
40,"inform",12,"10L",36,1
40,"think",7,"8H",1,0.59
40,"discover",14,"4L",12,0.94
40,"establish",1,"1H",13,0.75
40,"demonstrate",18,"2H",25,0.99
40,"announce",10,"14L",14,0.97
40,"reveal",3,"19H",39,0.99
40,"confirm",4,"7L",19,0.88
40,"see",19,"3L",9,0.99
40,"confess",20,"11H",29,0.96
40,"pretend",15,"16H",17,0.02
40,"be annoyed",9,"15L",7,0.98
40,"acknowledge",5,"9H",35,1
40,"suggest",17,"17H",21,0.55
40,"be right",6,"12L",28,0.79
40,"hear",16,"13L",26,1
40,"know",11,"20L",27,0.98
40,"say",8,"6H",5,0.62
40,"admit",13,"18H",6,0.98
40,"prove",2,"5L",38,0.98
41,"reveal",3,"17L",15,0.53
41,"see",19,"11L",11,0.01
41,"suggest",17,"5H",20,0.25
41,"inform",12,"8H",1,0.59
41,"pretend",15,"2H",25,0.31
41,"be annoyed",9,"1L",37,0.95
41,"hear",16,"10H",18,0.99
41,"admit",13,"19H",39,0.96
41,"confirm",4,"20L",27,0.02
41,"think",7,"16L",31,0.38
41,"say",8,"9H",35,0.78
41,"announce",10,"7H",24,0.97
41,"confess",20,"4L",12,0.96
41,"demonstrate",18,"15H",34,0.81
41,"discover",14,"13L",26,0.49
41,"know",11,"6L",30,0.97
41,"prove",2,"12L",28,0.03
41,"be right",6,"3H",33,0.01
41,"establish",1,"14L",14,0.01
41,"acknowledge",5,"18H",6,0.05
42,"acknowledge",5,"15L",7,0.93
42,"establish",1,"5L",38,0.18
42,"think",7,"2L",10,0.01
42,"reveal",3,"11H",29,0.93
42,"pretend",15,"8H",1,0.02
42,"be annoyed",9,"17L",15,0.49
42,"see",19,"18L",32,0.5
42,"discover",14,"7H",24,0.85
42,"announce",10,"14L",14,0.04
42,"demonstrate",18,"3H",33,0.52
42,"say",8,"4L",12,0.01
42,"prove",2,"12L",28,0.05
42,"know",11,"10H",18,0.98
42,"be right",6,"16H",17,0.02
42,"inform",12,"9L",16,0.99
42,"suggest",17,"1H",13,0.7
42,"confirm",4,"13H",8,0.11
42,"admit",13,"6L",30,0.5
42,"confess",20,"20H",3,0.49
42,"hear",16,"19H",39,0.97
43,"prove",2,"1L",37,0.21
43,"confess",20,"10H",18,0.48
43,"see",19,"14L",14,0.38
43,"hear",16,"15H",34,0.92
43,"suggest",17,"13H",8,0.17
43,"know",11,"9L",16,0.95
43,"reveal",3,"7L",19,0.38
43,"discover",14,"8L",23,0.34
43,"announce",10,"2H",25,0.5
43,"acknowledge",5,"6L",30,0.09
43,"admit",13,"19L",4,0.29
43,"demonstrate",18,"11L",11,0.32
43,"confirm",4,"20L",27,0.12
43,"inform",12,"18H",6,0.82
43,"be annoyed",9,"5H",20,0.95
43,"be right",6,"16H",17,0
43,"pretend",15,"4H",40,0
43,"think",7,"12H",2,0.05
43,"say",8,"3H",33,0.01
43,"establish",1,"17L",15,0.1
44,"demonstrate",18,"6L",30,0.18
44,"know",11,"15H",34,0.78
44,"say",8,"18H",6,0.47
44,"hear",16,"17L",15,0.23
44,"prove",2,"12L",28,0.33
44,"confess",20,"8L",23,0.37
44,"think",7,"20L",27,0.17
44,"see",19,"16H",17,0.62
44,"inform",12,"5H",20,0.49
44,"acknowledge",5,"2L",10,0.21
44,"announce",10,"14H",22,0.49
44,"be right",6,"11L",11,0.22
44,"discover",14,"3H",33,0.62
44,"establish",1,"1H",13,0.67
44,"pretend",15,"9H",35,0.49
44,"reveal",3,"13L",26,0.22
44,"suggest",17,"10L",36,0.21
44,"be annoyed",9,"19H",39,0.65
44,"admit",13,"4H",40,0.75
44,"confirm",4,"7L",19,0.27
45,"be right",6,"12L",28,0.26
45,"discover",14,"1L",37,0.55
45,"think",7,"5H",20,0.39
45,"suggest",17,"18H",6,0.29
45,"reveal",3,"19L",4,0.09
45,"establish",1,"10H",18,0.34
45,"pretend",15,"6H",5,0.07
45,"announce",10,"16L",31,0.02
45,"inform",12,"15H",34,0.89
45,"see",19,"11L",11,0.82
45,"acknowledge",5,"7H",24,0.98
45,"demonstrate",18,"2L",10,0.01
45,"admit",13,"4L",12,0.65
45,"confess",20,"3L",9,0.61
45,"confirm",4,"9H",35,0.44
45,"know",11,"8H",1,0.16
45,"say",8,"13L",26,0.02
45,"prove",2,"14H",22,0.01
45,"be annoyed",9,"17H",21,0.98
45,"hear",16,"20L",27,0.56
46,"confirm",4,"2L",10,0.01
46,"reveal",3,"1L",37,0.11
46,"discover",14,"4L",12,0.14
46,"think",7,"18L",32,0.19
46,"acknowledge",5,"9L",16,0.1
46,"announce",10,"11H",29,0.76
46,"prove",2,"16H",17,0.62
46,"hear",16,"19H",39,0.71
46,"be right",6,"14L",14,0.01
46,"be annoyed",9,"12L",28,0.03
46,"suggest",17,"8H",1,0.38
46,"know",11,"3H",33,0.67
46,"see",19,"6H",5,0.49
46,"establish",1,"15H",34,0.7
46,"say",8,"5L",38,0.15
46,"admit",13,"7H",24,0.38
46,"confess",20,"20H",3,0.78
46,"demonstrate",18,"13L",26,0.14
46,"pretend",15,"10H",18,0.68
46,"inform",12,"17L",15,0.04
47,"prove",2,"19L",4,0.09
47,"inform",12,"4H",40,0.81
47,"be annoyed",9,"1L",37,0
47,"suggest",17,"18L",32,0
47,"confess",20,"10H",18,0.89
47,"hear",16,"13H",8,0.84
47,"confirm",4,"6L",30,0.06
47,"pretend",15,"17H",21,0.02
47,"think",7,"12H",2,0.51
47,"see",19,"11H",29,0.62
47,"say",8,"3L",9,0.27
47,"demonstrate",18,"20H",3,0.61
47,"admit",13,"7L",19,0
47,"be right",6,"9L",16,0.12
47,"announce",10,"8H",1,0.55
47,"reveal",3,"2L",10,0.05
47,"acknowledge",5,"16L",31,0.22
47,"discover",14,"15H",34,0.91
47,"know",11,"5H",20,0.39
47,"establish",1,"14L",14,0.02
48,"demonstrate",18,"6H",5,0.1
48,"hear",16,"13L",26,0.86
48,"discover",14,"18H",6,0.09
48,"pretend",15,"7L",19,0
48,"confess",20,"20H",3,1
48,"inform",12,"5L",38,0
48,"be annoyed",9,"14H",22,0.21
48,"see",19,"19L",4,0.07
48,"be right",6,"9H",35,0.48
48,"suggest",17,"10H",18,0.69
48,"prove",2,"17H",21,0.77
48,"admit",13,"1H",13,1
48,"acknowledge",5,"16L",31,0
48,"know",11,"15H",34,0.66
48,"reveal",3,"3H",33,0.23
48,"establish",1,"11L",11,0.06
48,"think",7,"4L",12,0.07
48,"announce",10,"8L",23,0
48,"say",8,"2L",10,0
48,"confirm",4,"12L",28,0
49,"prove",2,"18H",6,0.37
49,"hear",16,"2H",25,0.41
49,"establish",1,"11H",29,0.29
49,"suggest",17,"16L",31,0.04
49,"admit",13,"10H",18,0.54
49,"be right",6,"9L",16,0.08
49,"demonstrate",18,"15L",7,0.08
49,"confirm",4,"17L",15,0.16
49,"see",19,"20L",27,0.05
49,"acknowledge",5,"14L",14,0.11
49,"know",11,"7L",19,0.76
49,"say",8,"6H",5,0.11
49,"announce",10,"13H",8,0.52
49,"confess",20,"8H",1,0.49
49,"reveal",3,"19H",39,0.62
49,"think",7,"4L",12,0.14
49,"inform",12,"5H",20,0.09
49,"discover",14,"12L",28,0.08
49,"be annoyed",9,"1L",37,0.03
49,"pretend",15,"3H",33,0.12
50,"inform",12,"19L",4,0.01
50,"prove",2,"13H",8,0.5
50,"know",11,"16H",17,0.01
50,"confirm",4,"5H",20,0.01
50,"announce",10,"1H",13,0.94
50,"hear",16,"15H",34,0.15
50,"acknowledge",5,"8L",23,0.02
50,"see",19,"9L",16,0.01
50,"be right",6,"11L",11,0.02
50,"pretend",15,"10L",36,0.01
50,"reveal",3,"2L",10,0.01
50,"be annoyed",9,"18H",6,0.2
50,"think",7,"7L",19,0.01
50,"admit",13,"17H",21,0.01
50,"establish",1,"12L",28,0.02
50,"say",8,"3H",33,0.02
50,"discover",14,"4L",12,0.02
50,"suggest",17,"6H",5,0.01
50,"confess",20,"14H",22,0
50,"demonstrate",18,"20L",27,0.01
51,"know",11,"7L",19,1
51,"prove",2,"5L",38,0.49
51,"see",19,"9L",16,0.65
51,"establish",1,"1H",13,0.3
51,"announce",10,"14H",22,0.49
51,"admit",13,"4L",12,0.64
51,"say",8,"12L",28,0.23
51,"pretend",15,"10H",18,0.36
51,"be right",6,"6L",30,0
51,"confirm",4,"18H",6,0.02
51,"reveal",3,"17L",15,0.75
51,"confess",20,"20H",3,0.66
51,"suggest",17,"16H",17,0.29
51,"acknowledge",5,"19L",4,0.69
51,"be annoyed",9,"8H",1,1
51,"inform",12,"13H",8,0.78
51,"think",7,"11H",29,0.49
51,"discover",14,"15L",7,0.62
51,"demonstrate",18,"3H",33,0.31
51,"hear",16,"2L",10,0.4
52,"hear",16,"18H",6,0.62
52,"see",19,"13H",8,0.91
52,"pretend",15,"19H",39,0.58
52,"be right",6,"7H",24,0.66
52,"say",8,"4H",40,0.6
52,"prove",2,"9L",16,0.36
52,"confirm",4,"6H",5,0.68
52,"think",7,"16L",31,0.59
52,"admit",13,"11H",29,0.84
52,"establish",1,"17L",15,0.66
52,"demonstrate",18,"10L",36,0.72
52,"be annoyed",9,"12H",2,0.91
52,"discover",14,"20L",27,0.83
52,"reveal",3,"8H",1,0.78
52,"suggest",17,"2L",10,0.32
52,"announce",10,"3H",33,0.75
52,"acknowledge",5,"15L",7,0.51
52,"confess",20,"5L",38,0.73
52,"inform",12,"1L",37,0.71
52,"know",11,"14L",14,0.8
53,"announce",10,"17L",15,0.52
53,"establish",1,"9L",16,0.12
53,"pretend",15,"5L",38,0.21
53,"be right",6,"7L",19,0.02
53,"reveal",3,"3H",33,0.81
53,"be annoyed",9,"6H",5,0.92
53,"say",8,"18L",32,0.15
53,"demonstrate",18,"8H",1,0.63
53,"inform",12,"13H",8,0.83
53,"hear",16,"16H",17,0.84
53,"discover",14,"19H",39,0.78
53,"acknowledge",5,"2H",25,0.7
53,"prove",2,"4L",12,0.15
53,"see",19,"20H",3,0.84
53,"admit",13,"15L",7,0.11
53,"suggest",17,"10L",36,0.1
53,"know",11,"12L",28,0.13
53,"think",7,"1L",37,0.06
53,"confess",20,"14H",22,0.51
53,"confirm",4,"11H",29,0.79
54,"say",8,"17L",15,0.22
54,"acknowledge",5,"7H",24,0.8
54,"confirm",4,"4H",40,0.57
54,"suggest",17,"9L",16,0.15
54,"be annoyed",9,"10L",36,0.85
54,"think",7,"16H",17,0.16
54,"hear",16,"1H",13,0.92
54,"confess",20,"6H",5,0.61
54,"be right",6,"19H",39,0.33
54,"pretend",15,"18H",6,0.16
54,"inform",12,"13L",26,0.07
54,"reveal",3,"11L",11,0.8
54,"establish",1,"8L",23,0.41
54,"announce",10,"14H",22,0.76
54,"know",11,"2L",10,0.82
54,"admit",13,"3L",9,0.62
54,"prove",2,"5L",38,0.06
54,"demonstrate",18,"20L",27,0.12
54,"see",19,"12H",2,0.74
54,"discover",14,"15H",34,0.91
55,"demonstrate",18,"15H",34,0.3
55,"confess",20,"12L",28,0.94
55,"confirm",4,"7L",19,0
55,"be annoyed",9,"4H",40,0.87
55,"see",19,"18H",6,0.29
55,"suggest",17,"1H",13,0.84
55,"announce",10,"19H",39,1
55,"say",8,"16L",31,0.17
55,"reveal",3,"3L",9,0.53
55,"acknowledge",5,"17H",21,0.37
55,"establish",1,"13L",26,0.06
55,"think",7,"5H",20,0.67
55,"pretend",15,"2L",10,0.04
55,"hear",16,"20H",3,0.74
55,"admit",13,"6L",30,0.04
55,"discover",14,"10H",18,0.87
55,"prove",2,"14L",14,0.01
55,"know",11,"8L",23,0.04
55,"be right",6,"9L",16,0.15
55,"inform",12,"11H",29,0.82
56,"confess",20,"3L",9,0.07
56,"announce",10,"20H",3,0.53
56,"demonstrate",18,"8H",1,0.08
56,"acknowledge",5,"5H",20,0.64
56,"admit",13,"6L",30,0.66
56,"prove",2,"18L",32,0.13
56,"suggest",17,"9H",35,0.06
56,"say",8,"19H",39,0.74
56,"discover",14,"14L",14,0.06
56,"reveal",3,"13L",26,0.02
56,"be right",6,"12H",2,0.09
56,"see",19,"2H",25,0.91
56,"think",7,"10H",18,0.61
56,"be annoyed",9,"17H",21,0.88
56,"establish",1,"15L",7,0.09
56,"confirm",4,"1L",37,0.09
56,"hear",16,"4L",12,0.06
56,"inform",12,"11H",29,0.82
56,"know",11,"16L",31,0.85
56,"pretend",15,"7L",19,0.03
57,"establish",1,"17H",21,0.08
57,"admit",13,"8L",23,0.15
57,"think",7,"6L",30,0.15
57,"be annoyed",9,"13H",8,0.83
57,"hear",16,"2H",25,0.91
57,"pretend",15,"4L",12,0.19
57,"say",8,"20H",3,0.38
57,"announce",10,"5H",20,0.34
57,"reveal",3,"15L",7,0.78
57,"acknowledge",5,"9H",35,0.83
57,"see",19,"3H",33,0.84
57,"know",11,"7H",24,0.92
57,"suggest",17,"19L",4,0.07
57,"inform",12,"16L",31,0.67
57,"confirm",4,"11L",11,0.28
57,"demonstrate",18,"1H",13,0.49
57,"prove",2,"14L",14,0.07
57,"confess",20,"18H",6,0.07
57,"discover",14,"10L",36,0.05
57,"be right",6,"12L",28,0.04
58,"demonstrate",18,"4H",40,0.72
58,"confirm",4,"20H",3,0.49
58,"pretend",15,"13L",26,0.01
58,"inform",12,"7H",24,0.14
58,"see",19,"19H",39,0.19
58,"announce",10,"10H",18,0.57
58,"suggest",17,"6L",30,0.09
58,"be annoyed",9,"17L",15,0.69
58,"acknowledge",5,"14L",14,0
58,"prove",2,"1H",13,0.37
58,"confess",20,"12L",28,0.13
58,"admit",13,"16L",31,0.51
58,"hear",16,"2L",10,0.09
58,"think",7,"5H",20,0.7
58,"discover",14,"15L",7,0.06
58,"reveal",3,"8H",1,0.56
58,"establish",1,"9L",16,0.34
58,"know",11,"3H",33,0.74
58,"be right",6,"18L",32,0.07
58,"say",8,"11H",29,0.77
59,"be annoyed",9,"5L",38,0.96
59,"confirm",4,"20L",27,0
59,"confess",20,"3L",9,0.77
59,"admit",13,"4L",12,0.34
59,"acknowledge",5,"9H",35,0.8
59,"think",7,"13H",8,0.18
59,"be right",6,"6H",5,0.18
59,"announce",10,"17L",15,0.22
59,"say",8,"10H",18,0.36
59,"reveal",3,"2H",25,0.56
59,"inform",12,"8H",1,0.59
59,"see",19,"19L",4,0.74
59,"discover",14,"11L",11,0.41
59,"establish",1,"1L",37,0.21
59,"demonstrate",18,"7H",24,0.38
59,"suggest",17,"14H",22,0.06
59,"hear",16,"16H",17,0.94
59,"know",11,"18H",6,0.95
59,"prove",2,"12L",28,0.13
59,"pretend",15,"15L",7,0.03
60,"inform",12,"13H",8,0.45
60,"pretend",15,"14L",14,0.1
60,"demonstrate",18,"3H",33,0.01
60,"admit",13,"16H",17,0
60,"confess",20,"2L",10,0.06
60,"confirm",4,"8L",23,0.1
60,"think",7,"10L",36,0.01
60,"establish",1,"5H",20,0.02
60,"say",8,"12H",2,0.34
60,"reveal",3,"4H",40,0.44
60,"know",11,"15H",34,0.01
60,"prove",2,"19H",39,0.03
60,"be right",6,"9L",16,0.02
60,"acknowledge",5,"6L",30,0.08
60,"discover",14,"11L",11,0.05
60,"announce",10,"17L",15,0.02
60,"be annoyed",9,"18L",32,0.46
60,"suggest",17,"1L",37,0.44
60,"hear",16,"20H",3,0.52
60,"see",19,"7H",24,0.01
61,"see",19,"18L",32,0
61,"prove",2,"20L",27,0
61,"establish",1,"16H",17,0
61,"think",7,"2H",25,0
61,"inform",12,"11L",11,0
61,"acknowledge",5,"9L",16,0
61,"discover",14,"8H",1,0
61,"reveal",3,"12H",2,0
61,"admit",13,"5H",20,0
61,"know",11,"17L",15,0
61,"announce",10,"3H",33,0
61,"confess",20,"1L",37,0
61,"confirm",4,"7L",19,0
61,"be right",6,"14H",22,0
61,"pretend",15,"4L",12,0
61,"be annoyed",9,"13L",26,0
61,"hear",16,"19H",39,0
61,"suggest",17,"10H",18,0
61,"say",8,"15L",7,0
61,"demonstrate",18,"6H",5,0
62,"pretend",15,"3L",9,0.04
62,"confess",20,"13H",8,1
62,"acknowledge",5,"17L",15,1
62,"prove",2,"6H",5,0.03
62,"announce",10,"15H",34,0.5
62,"be annoyed",9,"12L",28,0.95
62,"be right",6,"10L",36,0.03
62,"demonstrate",18,"8L",23,0.02
62,"confirm",4,"5L",38,0.03
62,"reveal",3,"2H",25,0.96
62,"hear",16,"19H",39,0.95
62,"inform",12,"1H",13,0.93
62,"establish",1,"14L",14,0.51
62,"know",11,"16L",31,0.97
62,"think",7,"11L",11,0.04
62,"see",19,"7L",19,0.94
62,"admit",13,"9H",35,0.04
62,"suggest",17,"4H",40,0.03
62,"say",8,"18H",6,0.04
62,"discover",14,"20H",3,0.97
63,"discover",14,"16L",31,1
63,"pretend",15,"18H",6,0
63,"be annoyed",9,"5H",20,1
63,"confess",20,"9H",35,0.81
63,"hear",16,"7L",19,0.85
63,"demonstrate",18,"8H",1,0.17
63,"confirm",4,"17L",15,0
63,"think",7,"13L",26,0.08
63,"see",19,"2H",25,0.96
63,"know",11,"12H",2,1
63,"reveal",3,"10L",36,0.93
63,"inform",12,"4L",12,0.22
63,"prove",2,"19H",39,0.09
63,"say",8,"15L",7,0
63,"admit",13,"11L",11,0.85
63,"establish",1,"14L",14,0.04
63,"acknowledge",5,"6H",5,0.96
63,"announce",10,"3L",9,0.61
63,"suggest",17,"1H",13,0.3
63,"be right",6,"20H",3,0
64,"be annoyed",9,"9L",16,0.95
64,"reveal",3,"20H",3,0.51
64,"prove",2,"2H",25,0.18
64,"think",7,"12L",28,0.1
64,"confess",20,"8H",1,0.91
64,"confirm",4,"6L",30,0.63
64,"be right",6,"1H",13,0.11
64,"know",11,"13L",26,0.97
64,"pretend",15,"4L",12,0.03
64,"admit",13,"16H",17,0.88
64,"establish",1,"5L",38,0.05
64,"say",8,"10H",18,0.09
64,"suggest",17,"7L",19,0.04
64,"acknowledge",5,"3H",33,0.93
64,"discover",14,"17L",15,0.53
64,"announce",10,"14H",22,0.84
64,"see",19,"15H",34,0.95
64,"inform",12,"19L",4,0.84
64,"demonstrate",18,"11H",29,0.62
64,"hear",16,"18L",32,0.9
65,"pretend",15,"7H",24,0
65,"see",19,"5H",20,0.67
65,"admit",13,"1H",13,0.94
65,"know",11,"2H",25,0.46
65,"be right",6,"11H",29,0.21
65,"prove",2,"4H",40,0.5
65,"be annoyed",9,"15L",7,0.03
65,"demonstrate",18,"20L",27,0.01
65,"discover",14,"16L",31,0.05
65,"think",7,"9H",35,0.85
65,"establish",1,"18L",32,0.05
65,"reveal",3,"10H",18,0.96
65,"suggest",17,"3L",9,0.11
65,"acknowledge",5,"19H",39,0.67
65,"confess",20,"6L",30,0.03
65,"announce",10,"8L",23,0.03
65,"say",8,"17H",21,0.94
65,"confirm",4,"12L",28,0
65,"inform",12,"13L",26,0.02
65,"hear",16,"14L",14,0.02
66,"acknowledge",5,"17H",21,0.07
66,"prove",2,"18L",32,0.04
66,"say",8,"14L",14,0.04
66,"establish",1,"6H",5,0.08
66,"see",19,"7H",24,0.05
66,"be annoyed",9,"15L",7,0.9
66,"inform",12,"4H",40,0.07
66,"pretend",15,"9H",35,0.13
66,"know",11,"5H",20,0.1
66,"confirm",4,"19L",4,0.39
66,"be right",6,"10L",36,0.1
66,"think",7,"1H",13,0.87
66,"announce",10,"2L",10,0.09
66,"suggest",17,"16H",17,0.1
66,"reveal",3,"20L",27,0.09
66,"discover",14,"8H",1,0.38
66,"admit",13,"12H",2,0.81
66,"hear",16,"13L",26,0.13
66,"demonstrate",18,"11L",11,0.51
66,"confess",20,"3L",9,0.11
67,"confirm",4,"10H",18,0.06
67,"demonstrate",18,"3H",33,0.55
67,"acknowledge",5,"9L",16,0.01
67,"admit",13,"16L",31,0.99
67,"discover",14,"17L",15,0.03
67,"reveal",3,"2H",25,0.04
67,"know",11,"19L",4,0.03
67,"inform",12,"18L",32,0.03
67,"hear",16,"5H",20,0.02
67,"see",19,"12L",28,0.02
67,"establish",1,"1L",37,0.02
67,"suggest",17,"4H",40,0.01
67,"be annoyed",9,"20H",3,0.98
67,"pretend",15,"14H",22,0.02
67,"think",7,"6H",5,0.01
67,"confess",20,"11L",11,0.03
67,"be right",6,"15L",7,0.02
67,"prove",2,"8H",1,0.01
67,"announce",10,"13L",26,0.01
67,"say",8,"7H",24,0.05
68,"confirm",4,"4L",12,0.08
68,"see",19,"17H",21,0.78
68,"know",11,"2H",25,0.74
68,"reveal",3,"6H",5,0.42
68,"acknowledge",5,"20H",3,0.7
68,"confess",20,"5H",20,0.42
68,"discover",14,"13L",26,0.5
68,"prove",2,"7L",19,0.35
68,"demonstrate",18,"10L",36,0.47
68,"establish",1,"1L",37,0.23
68,"think",7,"3H",33,0.51
68,"suggest",17,"16H",17,0.23
68,"be annoyed",9,"19L",4,0.65
68,"pretend",15,"12H",2,0.34
68,"be right",6,"18H",6,0.4
68,"say",8,"14L",14,0.34
68,"hear",16,"15H",34,0.55
68,"inform",12,"11L",11,0.45
68,"announce",10,"9L",16,0.48
68,"admit",13,"8L",23,0.39
69,"acknowledge",5,"13H",8,0.06
69,"confess",20,"2L",10,0.71
69,"establish",1,"3L",9,0.48
69,"announce",10,"5H",20,0.75
69,"be annoyed",9,"18H",6,0.86
69,"pretend",15,"4H",40,0.75
69,"admit",13,"11L",11,0.31
69,"think",7,"17L",15,0.57
69,"know",11,"19L",4,0.25
69,"hear",16,"15H",34,0.67
69,"discover",14,"20L",27,0.34
69,"say",8,"1H",13,0.8
69,"prove",2,"16L",31,0.63
69,"see",19,"12H",2,0.33
69,"reveal",3,"6H",5,0.63
69,"inform",12,"7L",19,0.2
69,"be right",6,"8L",23,0.61
69,"suggest",17,"9L",16,0.33
69,"confirm",4,"14H",22,0.6
69,"demonstrate",18,"10H",18,0.59
70,"admit",13,"9H",35,0.05
70,"confirm",4,"8L",23,0.67
70,"demonstrate",18,"12H",2,0.08
70,"confess",20,"15L",7,0.81
70,"reveal",3,"17H",21,0.79
70,"think",7,"5H",20,0.29
70,"establish",1,"2L",10,0.73
70,"acknowledge",5,"6L",30,0.82
70,"be right",6,"7H",24,0.19
70,"suggest",17,"4H",40,0.13
70,"know",11,"16L",31,0.79
70,"hear",16,"18H",6,0.7
70,"announce",10,"11L",11,0.84
70,"say",8,"19L",4,0.35
70,"see",19,"13L",26,0.67
70,"prove",2,"14L",14,0.35
70,"inform",12,"1H",13,0.97
70,"pretend",15,"20L",27,0.12
70,"be annoyed",9,"3H",33,0.82
70,"discover",14,"10H",18,0.79
71,"see",19,"11H",29,0.98
71,"hear",16,"2L",10,0.03
71,"demonstrate",18,"8H",1,0.06
71,"say",8,"18L",32,0.03
71,"think",7,"17H",21,0.82
71,"admit",13,"13H",8,0.85
71,"announce",10,"6H",5,0.07
71,"confirm",4,"16H",17,0.04
71,"pretend",15,"9L",16,0.05
71,"discover",14,"1L",37,0
71,"be right",6,"12H",2,0.78
71,"know",11,"3L",9,0.01
71,"acknowledge",5,"15H",34,0.89
71,"be annoyed",9,"20H",3,0.98
71,"confess",20,"5H",20,0.18
71,"inform",12,"4L",12,0.02
71,"establish",1,"10L",36,0
71,"reveal",3,"14L",14,0.01
71,"prove",2,"19L",4,0.02
71,"suggest",17,"7L",19,0.01
72,"be right",6,"15L",7,0.04
72,"confirm",4,"3L",9,0.22
72,"discover",14,"6H",5,1
72,"think",7,"5H",20,0.11
72,"see",19,"14H",22,1
72,"reveal",3,"13H",8,1
72,"inform",12,"20H",3,0.89
72,"suggest",17,"1L",37,0
72,"be annoyed",9,"11L",11,0.38
72,"confess",20,"18H",6,0.85
72,"acknowledge",5,"19L",4,0.07
72,"know",11,"9H",35,1
72,"pretend",15,"2L",10,0
72,"establish",1,"8L",23,0
72,"say",8,"10L",36,0.05
72,"announce",10,"4H",40,0.69
72,"demonstrate",18,"16L",31,0
72,"hear",16,"12L",28,0.06
72,"admit",13,"17H",21,1
72,"prove",2,"7H",24,0
73,"say",8,"6L",30,0.18
73,"hear",16,"5H",20,1
73,"inform",12,"1H",13,1
73,"prove",2,"13L",26,0.13
73,"establish",1,"3H",33,0
73,"pretend",15,"14L",14,0
73,"see",19,"20L",27,1
73,"confirm",4,"10L",36,0
73,"admit",13,"11L",11,0.85
73,"acknowledge",5,"9L",16,1
73,"announce",10,"7H",24,0.37
73,"discover",14,"2H",25,0.65
73,"confess",20,"16H",17,1
73,"know",11,"17H",21,1
73,"be annoyed",9,"4L",12,1
73,"suggest",17,"8H",1,0.41
73,"think",7,"12L",28,0.23
73,"be right",6,"15H",34,0.36
73,"demonstrate",18,"18L",32,0.39
73,"reveal",3,"19H",39,1
74,"suggest",17,"13L",26,0.08
74,"see",19,"12H",2,0.95
74,"demonstrate",18,"6L",30,0.21
74,"acknowledge",5,"11H",29,0.84
74,"prove",2,"8L",23,0.07
74,"inform",12,"17L",15,0.76
74,"think",7,"16L",31,0.33
74,"reveal",3,"2L",10,0.81
74,"confirm",4,"10H",18,0.89
74,"hear",16,"7L",19,0.8
74,"be right",6,"14H",22,0.5
74,"pretend",15,"5H",20,0.3
74,"know",11,"15H",34,0.79
74,"establish",1,"9L",16,0.75
74,"admit",13,"3L",9,0.44
74,"announce",10,"20H",3,0.76
74,"be annoyed",9,"1H",13,0.93
74,"discover",14,"18L",32,0.85
74,"confess",20,"4H",40,0.6
74,"say",8,"19H",39,0.23
75,"confess",20,"11L",11,0.19
75,"pretend",15,"18L",32,0.07
75,"announce",10,"19L",4,0.01
75,"reveal",3,"13L",26,0.26
75,"establish",1,"14L",14,0.19
75,"acknowledge",5,"2H",25,0.49
75,"inform",12,"17H",21,0.56
75,"admit",13,"9H",35,0.37
75,"think",7,"6L",30,0.05
75,"prove",2,"3L",9,0.12
75,"see",19,"7H",24,0.05
75,"hear",16,"4H",40,0.53
75,"suggest",17,"16H",17,0.56
75,"know",11,"8L",23,0.61
75,"be annoyed",9,"5H",20,0.62
75,"be right",6,"1L",37,0.18
75,"discover",14,"10H",18,0.13
75,"say",8,"12L",28,0.24
75,"demonstrate",18,"15H",34,0.24
75,"confirm",4,"20H",3,0.54
76,"see",19,"3L",9,0.28
76,"suggest",17,"9L",16,0.05
76,"be right",6,"7H",24,0.08
76,"think",7,"20H",3,0.83
76,"demonstrate",18,"17H",21,0.7
76,"admit",13,"12L",28,0.24
76,"reveal",3,"8H",1,0.2
76,"establish",1,"1H",13,0.76
76,"discover",14,"4L",12,0.12
76,"prove",2,"16H",17,0.17
76,"know",11,"2L",10,0.16
76,"pretend",15,"15L",7,0.07
76,"confirm",4,"19H",39,0.71
76,"confess",20,"10H",18,0.47
76,"say",8,"14H",22,0.36
76,"hear",16,"18L",32,0.31
76,"inform",12,"6L",30,0.2
76,"announce",10,"13H",8,0.66
76,"acknowledge",5,"5L",38,0.17
76,"be annoyed",9,"11L",11,0.35
77,"hear",16,"11H",29,0.25
77,"prove",2,"10H",18,0.12
77,"confess",20,"8H",1,0.06
77,"reveal",3,"17H",21,0.59
77,"think",7,"16L",31,0.02
77,"know",11,"9H",35,0.46
77,"admit",13,"18L",32,0.14
77,"pretend",15,"12L",28,0.02
77,"see",19,"7H",24,0.17
77,"suggest",17,"15L",7,0
77,"inform",12,"6L",30,0.56
77,"announce",10,"3L",9,0.01
77,"confirm",4,"20L",27,0
77,"say",8,"4L",12,0
77,"demonstrate",18,"5H",20,0
